country,score,upper,lower,gdp_explained,ss_explained,hle_explained,fmlc_explained,gen_explained,pc_explained,dystopia_residual,year,rank,Country/Territory,Region,C/T,Edition,Status,PR rating,CL rating,A1,A2,A3,A,B1,B2,B3,B4,B,C1,C2,C3,C,Add Q,Add A,PR,D1,D2,D3,D4,D,E1,E2,E3,E,F1,F2,F3,F4,F,G1,G2,G3,G4,G,CL,Total,_merge
Armenia,5.283,5.397,5.168,0.996,0.758,0.585,0.54,0.079,0.198,2.127,2021,86.0,Armenia,Eurasia,c,2021.0,PF,4.0,4.0,2.0,2.0,2.0,6.0,3.0,3.0,2.0,2.0,10.0,2.0,2.0,2.0,6.0,0.0,,22.0,2.0,2.0,2.0,3.0,9.0,3.0,3.0,2.0,8.0,1.0,1.0,2.0,2.0,6.0,3.0,3.0,2.0,2.0,10.0,33.0,55.0,both
Nepal,5.269,5.406,5.132,0.519,0.702,0.496,0.488,0.287,0.135,2.642,2021,87.0,Nepal,Asia,c,2021.0,PF,3.0,4.0,3.0,4.0,3.0,10.0,3.0,3.0,2.0,2.0,10.0,3.0,1.0,1.0,5.0,0.0,,25.0,2.0,2.0,3.0,3.0,10.0,3.0,2.0,2.0,7.0,2.0,1.0,2.0,1.0,6.0,3.0,2.0,2.0,1.0,8.0,31.0,56.0,both
Bulgaria,5.266,5.371,5.16,1.181,1.055,0.583,0.494,0.125,0.005,1.823,2021,88.0,Bulgaria,Europe,c,2021.0,F,2.0,2.0,4.0,4.0,3.0,11.0,4.0,4.0,3.0,3.0,14.0,3.0,2.0,3.0,8.0,0.0,,33.0,2.0,3.0,4.0,4.0,13.0,4.0,4.0,3.0,11.0,3.0,2.0,3.0,2.0,10.0,3.0,3.0,3.0,2.0,11.0,45.0,78.0,both
Maldives,5.198,5.339,5.057,1.115,1.015,0.697,0.575,0.204,0.073,1.52,2021,89.0,Maldives,Asia,c,2021.0,PF,4.0,5.0,2.0,3.0,2.0,7.0,3.0,2.0,2.0,1.0,8.0,2.0,1.0,1.0,4.0,0.0,,19.0,1.0,0.0,1.0,1.0,3.0,2.0,1.0,2.0,5.0,1.0,1.0,2.0,2.0,6.0,2.0,2.0,1.0,2.0,7.0,21.0,40.0,both
Azerbaijan,5.171,5.25,5.091,1.025,0.841,0.541,0.526,0.043,0.276,1.919,2021,90.0,Azerbaijan,Eurasia,c,2021.0,NF,7.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,5.0,8.0,10.0,both
Cameroon,5.142,5.288,4.996,0.543,0.556,0.159,0.425,0.205,0.058,3.195,2021,91.0,Cameroon,Africa,c,2021.0,NF,6.0,6.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,0.0,,7.0,0.0,2.0,1.0,1.0,4.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,9.0,16.0,both
Senegal,5.132,5.266,4.998,0.518,0.558,0.357,0.381,0.158,0.088,3.071,2021,92.0,Senegal,Africa,c,2021.0,PF,3.0,3.0,3.0,3.0,3.0,9.0,3.0,3.0,3.0,3.0,12.0,3.0,2.0,3.0,8.0,0.0,,29.0,2.0,4.0,4.0,3.0,13.0,2.0,4.0,3.0,9.0,2.0,2.0,3.0,2.0,9.0,3.0,3.0,3.0,2.0,11.0,42.0,71.0,both
Albania,5.117,5.234,5.001,1.008,0.529,0.646,0.491,0.168,0.024,2.25,2021,93.0,Albania,Europe,c,2021.0,PF,3.0,3.0,3.0,3.0,2.0,8.0,3.0,3.0,3.0,3.0,12.0,3.0,2.0,2.0,7.0,0.0,,27.0,2.0,4.0,3.0,4.0,13.0,3.0,3.0,2.0,8.0,2.0,2.0,2.0,3.0,9.0,3.0,2.0,2.0,2.0,9.0,39.0,66.0,both
North Macedonia,5.101,5.202,5.001,1.068,0.772,0.535,0.45,0.212,0.022,2.042,2021,94.0,North Macedonia,Europe,c,2021.0,PF,3.0,3.0,3.0,3.0,3.0,9.0,3.0,3.0,2.0,3.0,11.0,3.0,2.0,2.0,7.0,0.0,,27.0,3.0,3.0,3.0,3.0,12.0,3.0,3.0,2.0,8.0,2.0,2.0,3.0,2.0,9.0,3.0,3.0,2.0,2.0,10.0,39.0,66.0,both
Ghana,5.088,5.219,4.958,0.68,0.595,0.287,0.517,0.268,0.058,2.684,2021,95.0,Ghana,Africa,c,2021.0,F,2.0,2.0,4.0,4.0,4.0,12.0,3.0,4.0,3.0,3.0,13.0,4.0,3.0,3.0,10.0,0.0,,35.0,3.0,3.0,4.0,4.0,14.0,4.0,4.0,3.0,11.0,2.0,3.0,3.0,3.0,11.0,3.0,3.0,3.0,2.0,11.0,47.0,82.0,both
Niger,5.074,5.273,4.875,0.162,0.402,0.167,0.516,0.2,0.157,3.47,2021,96.0,Niger,Africa,c,2021.0,PF,4.0,4.0,2.0,2.0,2.0,6.0,2.0,2.0,2.0,2.0,8.0,2.0,2.0,2.0,6.0,0.0,,20.0,2.0,2.0,3.0,3.0,10.0,2.0,2.0,2.0,6.0,1.0,2.0,1.0,2.0,6.0,2.0,2.0,1.0,1.0,6.0,28.0,48.0,both
Turkmenistan,5.066,5.136,4.996,1.046,1.172,0.439,0.602,0.366,0.033,1.409,2021,97.0,Turkmenistan,Eurasia,c,2021.0,NF,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,both
Gambia,5.051,5.225,4.877,0.367,0.511,0.21,0.384,0.465,0.123,2.99,2021,98.0,Gambia,Africa,c,2021.0,PF,4.0,4.0,2.0,3.0,2.0,7.0,2.0,3.0,2.0,2.0,9.0,2.0,1.0,1.0,4.0,0.0,,20.0,2.0,2.0,2.0,2.0,8.0,2.0,2.0,2.0,6.0,2.0,1.0,2.0,1.0,6.0,2.0,2.0,1.0,1.0,6.0,26.0,46.0,both
Benin,5.045,5.189,4.901,0.507,0.058,0.196,0.457,0.166,0.178,3.482,2021,99.0,Benin,Africa,c,2021.0,PF,4.0,2.0,3.0,1.0,1.0,5.0,2.0,1.0,3.0,3.0,9.0,2.0,2.0,3.0,7.0,0.0,,21.0,2.0,4.0,4.0,4.0,14.0,2.0,4.0,3.0,9.0,2.0,3.0,3.0,3.0,11.0,3.0,3.0,2.0,2.0,10.0,44.0,65.0,both
Laos,5.03,5.119,4.941,0.808,0.598,0.33,0.643,0.268,0.179,2.204,2021,100.0,Laos,Asia,c,2021.0,NF,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,,2.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,6.0,11.0,13.0,both
Bangladesh,5.025,5.115,4.934,0.635,0.52,0.514,0.603,0.161,0.164,2.427,2021,101.0,Bangladesh,Asia,c,2021.0,PF,5.0,5.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,2.0,7.0,1.0,1.0,2.0,4.0,0.0,,15.0,1.0,2.0,1.0,2.0,6.0,2.0,2.0,1.0,5.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,2.0,2.0,9.0,24.0,39.0,both
Guinea,4.984,5.16,4.808,0.42,0.399,0.206,0.384,0.25,0.111,3.216,2021,102.0,Guinea,Africa,c,2021.0,PF,5.0,5.0,2.0,1.0,1.0,4.0,2.0,2.0,1.0,2.0,7.0,1.0,1.0,1.0,3.0,0.0,,14.0,2.0,3.0,3.0,2.0,10.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,1.0,1.0,6.0,24.0,38.0,both
South Africa,4.956,5.074,4.839,0.967,0.895,0.265,0.447,0.144,0.051,2.187,2021,103.0,South Africa,Africa,c,2021.0,F,2.0,2.0,4.0,4.0,4.0,12.0,3.0,3.0,3.0,4.0,13.0,3.0,2.0,3.0,8.0,0.0,,33.0,3.0,4.0,4.0,4.0,15.0,4.0,4.0,4.0,12.0,3.0,2.0,2.0,2.0,9.0,3.0,3.0,2.0,2.0,10.0,46.0,79.0,both
Turkey,4.948,5.038,4.857,1.26,0.809,0.59,0.236,0.097,0.104,1.852,2021,104.0,Turkey,Europe,c,2021.0,NF,5.0,6.0,2.0,2.0,1.0,5.0,2.0,2.0,3.0,1.0,8.0,2.0,1.0,0.0,3.0,0.0,,16.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,5.0,16.0,32.0,both
Pakistan,4.934,5.066,4.802,0.637,0.423,0.322,0.418,0.252,0.097,2.784,2021,105.0,Pakistan,Asia,c,2021.0,PF,5.0,5.0,1.0,2.0,2.0,5.0,2.0,2.0,1.0,1.0,6.0,1.0,1.0,2.0,4.0,0.0,,15.0,1.0,1.0,2.0,2.0,6.0,3.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,1.0,1.0,6.0,22.0,37.0,both
Morocco,4.918,5.036,4.8,0.792,0.219,0.558,0.477,0.034,0.088,2.749,2021,106.0,Morocco,Africa,c,2021.0,PF,5.0,5.0,1.0,2.0,2.0,5.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,3.0,0.0,,13.0,1.0,2.0,2.0,2.0,7.0,1.0,2.0,2.0,5.0,1.0,1.0,2.0,1.0,5.0,2.0,2.0,2.0,1.0,7.0,24.0,37.0,both
Venezuela,4.892,5.017,4.767,0.852,0.897,0.574,0.284,0.078,0.072,2.135,2021,107.0,Venezuela,Americas,c,2021.0,NF,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,3.0,1.0,1.0,6.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,4.0,13.0,14.0,both
Georgia,4.891,4.998,4.785,1.03,0.47,0.498,0.488,0.032,0.181,2.191,2021,108.0,Georgia,Eurasia,c,2021.0,PF,4.0,3.0,2.0,2.0,3.0,7.0,2.0,3.0,2.0,2.0,9.0,2.0,2.0,3.0,7.0,0.0,,23.0,2.0,2.0,3.0,3.0,10.0,2.0,3.0,2.0,7.0,2.0,2.0,2.0,2.0,8.0,4.0,3.0,3.0,2.0,12.0,37.0,60.0,both
Algeria,4.887,4.991,4.783,0.946,0.765,0.552,0.119,0.144,0.12,2.242,2021,109.0,Algeria,Africa,c,2021.0,NF,6.0,5.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,0.0,,10.0,1.0,1.0,2.0,2.0,6.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,6.0,2.0,2.0,2.0,1.0,7.0,22.0,32.0,both
Ukraine,4.875,4.977,4.773,0.979,0.958,0.517,0.417,0.181,0.01,1.813,2021,110.0,Ukraine,Eurasia,c,2021.0,PF,3.0,4.0,4.0,3.0,2.0,9.0,3.0,4.0,2.0,3.0,12.0,3.0,1.0,1.0,5.0,0.0,,26.0,2.0,3.0,3.0,3.0,11.0,2.0,2.0,3.0,7.0,1.0,1.0,2.0,2.0,6.0,3.0,2.0,3.0,2.0,10.0,34.0,60.0,both
Iraq,4.854,4.97,4.738,0.91,0.638,0.381,0.302,0.153,0.041,2.429,2021,111.0,Iraq,Middle East,c,2021.0,NF,5.0,6.0,2.0,3.0,3.0,8.0,3.0,2.0,1.0,1.0,7.0,1.0,0.0,1.0,2.0,1.0,,16.0,1.0,1.0,1.0,1.0,4.0,0.0,2.0,2.0,4.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,13.0,29.0,both
Gabon,4.852,4.998,4.706,1.037,0.707,0.362,0.424,0.058,0.064,2.201,2021,112.0,Gabon,Africa,c,2021.0,NF,7.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,,3.0,1.0,3.0,2.0,2.0,8.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,5.0,19.0,22.0,both
Burkina,4.834,4.993,4.675,0.364,0.472,0.179,0.381,0.182,0.122,3.133,2021,113.0,Burkina,Africa,c,2021.0,PF,4.0,4.0,2.0,2.0,3.0,7.0,2.0,3.0,2.0,3.0,10.0,2.0,2.0,2.0,6.0,0.0,,23.0,2.0,3.0,3.0,3.0,11.0,3.0,2.0,3.0,8.0,2.0,1.0,0.0,2.0,5.0,1.0,2.0,2.0,2.0,7.0,31.0,54.0,both
Cambodia,4.83,4.963,4.698,0.603,0.68,0.426,0.702,0.21,0.061,2.148,2021,114.0,Cambodia,Asia,c,2021.0,NF,7.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,,5.0,1.0,3.0,2.0,1.0,7.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,6.0,19.0,24.0,both
Mozambique,4.794,4.997,4.592,0.183,0.634,0.196,0.608,0.228,0.163,2.783,2021,115.0,Mozambique,Africa,c,2021.0,PF,5.0,4.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,7.0,1.0,1.0,2.0,4.0,0.0,,14.0,2.0,3.0,2.0,2.0,9.0,2.0,2.0,2.0,6.0,2.0,2.0,0.0,2.0,6.0,2.0,2.0,2.0,2.0,8.0,29.0,43.0,both
Nigeria,4.759,4.861,4.658,0.663,0.625,0.051,0.433,0.212,0.039,2.736,2021,116.0,Nigeria,Africa,c,2021.0,PF,4.0,5.0,2.0,2.0,2.0,6.0,3.0,3.0,2.0,2.0,10.0,2.0,1.0,2.0,5.0,0.0,,21.0,2.0,1.0,3.0,3.0,9.0,1.0,2.0,3.0,6.0,2.0,1.0,0.0,1.0,4.0,1.0,2.0,1.0,1.0,5.0,24.0,45.0,both
Mali,4.723,4.884,4.563,0.387,0.59,0.11,0.384,0.164,0.072,3.016,2021,117.0,Mali,Africa,c,2021.0,NF,6.0,5.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,5.0,0.0,1.0,1.0,2.0,0.0,,9.0,2.0,2.0,3.0,3.0,10.0,2.0,2.0,2.0,6.0,2.0,1.0,0.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0,24.0,33.0,both
Iran,4.721,4.828,4.614,1.03,0.557,0.561,0.275,0.33,0.144,1.823,2021,118.0,Iran,Middle East,c,2021.0,NF,6.0,6.0,1.0,1.0,1.0,3.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,,6.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,10.0,16.0,both
Uganda,4.636,4.78,4.493,0.364,0.718,0.24,0.398,0.267,0.054,2.596,2021,119.0,Uganda,Africa,c,2021.0,NF,6.0,5.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,3.0,0.0,,11.0,1.0,3.0,2.0,2.0,8.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,1.0,1.0,7.0,23.0,34.0,both
Liberia,4.625,4.833,4.417,0.228,0.58,0.253,0.43,0.221,0.057,2.857,2021,120.0,Liberia,Africa,c,2021.0,PF,3.0,4.0,3.0,3.0,2.0,8.0,3.0,3.0,3.0,3.0,12.0,3.0,2.0,2.0,7.0,0.0,,27.0,2.0,3.0,3.0,3.0,11.0,2.0,3.0,2.0,7.0,1.0,1.0,2.0,2.0,6.0,3.0,2.0,2.0,2.0,9.0,33.0,60.0,both
Kenya,4.607,4.747,4.466,0.603,0.508,0.385,0.483,0.375,0.073,2.18,2021,121.0,Kenya,Africa,c,2021.0,PF,4.0,4.0,1.0,3.0,2.0,6.0,2.0,2.0,2.0,2.0,8.0,2.0,1.0,2.0,5.0,0.0,,19.0,2.0,2.0,3.0,3.0,10.0,2.0,2.0,3.0,7.0,2.0,1.0,1.0,1.0,5.0,2.0,1.0,2.0,2.0,7.0,29.0,48.0,both
Tunisia,4.596,4.709,4.484,0.919,0.515,0.59,0.334,0.057,0.044,2.138,2021,122.0,Tunisia,Africa,c,2021.0,F,2.0,3.0,4.0,4.0,4.0,12.0,4.0,4.0,3.0,3.0,14.0,3.0,1.0,2.0,6.0,0.0,,32.0,2.0,3.0,3.0,4.0,12.0,3.0,2.0,3.0,8.0,2.0,2.0,3.0,2.0,9.0,3.0,2.0,3.0,2.0,10.0,39.0,71.0,both
Lebanon,4.584,4.691,4.477,1.045,0.868,0.595,0.175,0.14,0.026,1.736,2021,123.0,Lebanon,Middle East,c,2021.0,PF,5.0,4.0,1.0,2.0,2.0,5.0,3.0,1.0,1.0,2.0,7.0,1.0,0.0,0.0,1.0,0.0,,13.0,2.0,3.0,3.0,3.0,11.0,3.0,3.0,2.0,8.0,1.0,1.0,2.0,1.0,5.0,1.0,2.0,2.0,1.0,6.0,30.0,43.0,both
Namibia,4.574,4.7,4.448,0.882,0.801,0.262,0.411,0.091,0.059,2.068,2021,124.0,Namibia,Africa,c,2021.0,F,2.0,2.0,4.0,4.0,3.0,11.0,3.0,3.0,3.0,3.0,12.0,3.0,3.0,2.0,8.0,0.0,,31.0,3.0,4.0,4.0,3.0,14.0,3.0,4.0,4.0,11.0,3.0,3.0,3.0,2.0,11.0,3.0,3.0,2.0,2.0,10.0,46.0,77.0,both
Palestinian Territories,4.517,4.649,4.384,0.646,0.819,0.434,0.33,0.082,0.075,2.131,2021,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
Myanmar,4.426,4.527,4.324,0.666,0.713,0.341,0.601,0.52,0.178,1.407,2021,126.0,Myanmar,Asia,c,2021.0,NF,5.0,6.0,2.0,2.0,1.0,5.0,3.0,2.0,2.0,1.0,8.0,2.0,1.0,1.0,4.0,4.0,,13.0,1.0,1.0,1.0,2.0,5.0,1.0,2.0,2.0,5.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,15.0,28.0,both
Jordan,4.395,4.516,4.273,0.89,0.685,0.583,0.455,0.079,0.15,1.553,2021,127.0,Jordan,Middle East,c,2021.0,NF,6.0,5.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,6.0,0.0,2.0,1.0,3.0,0.0,,11.0,1.0,2.0,2.0,2.0,7.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,8.0,23.0,34.0,both
Chad,4.355,4.54,4.171,0.255,0.353,0.0,0.24,0.215,0.084,3.209,2021,128.0,Chad,Africa,c,2021.0,NF,7.0,6.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,,3.0,1.0,1.0,2.0,2.0,6.0,1.0,1.0,2.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,14.0,17.0,both
Sri Lanka,4.325,4.454,4.196,0.99,0.82,0.593,0.559,0.239,0.049,1.075,2021,129.0,Sri Lanka,Asia,c,2021.0,PF,4.0,4.0,3.0,3.0,3.0,9.0,3.0,3.0,2.0,2.0,10.0,2.0,1.0,2.0,5.0,1.0,,23.0,2.0,2.0,2.0,2.0,8.0,3.0,3.0,3.0,9.0,3.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,2.0,8.0,33.0,56.0,both
Swaziland,4.308,4.448,4.168,0.849,0.693,0.074,0.323,0.067,0.147,2.155,2021,130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
Comoros,4.289,4.454,4.123,0.488,0.367,0.279,0.202,0.241,0.101,2.61,2021,131.0,Comoros,Africa,c,2021.0,PF,5.0,4.0,1.0,2.0,2.0,5.0,2.0,1.0,2.0,2.0,7.0,2.0,1.0,1.0,4.0,0.0,,16.0,1.0,2.0,3.0,2.0,8.0,1.0,2.0,3.0,6.0,1.0,1.0,2.0,2.0,6.0,2.0,2.0,1.0,1.0,6.0,26.0,42.0,both
Egypt,4.283,4.371,4.195,0.954,0.647,0.426,0.446,0.069,0.092,1.648,2021,132.0,Egypt,Africa,c,2021.0,NF,6.0,6.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,,6.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0,6.0,12.0,18.0,both
Ethiopia,4.275,4.374,4.175,0.37,0.679,0.331,0.451,0.241,0.114,2.089,2021,133.0,Ethiopia,Africa,c,2021.0,NF,6.0,6.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,0.0,2.0,1.0,3.0,0.0,,9.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,4.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,3.0,13.0,22.0,both
Mauritania,4.227,4.365,4.09,0.666,0.749,0.273,0.218,0.119,0.133,2.069,2021,134.0,Mauritania,Africa,c,2021.0,PF,5.0,5.0,2.0,2.0,2.0,6.0,2.0,1.0,1.0,0.0,4.0,1.0,2.0,1.0,4.0,0.0,,14.0,2.0,2.0,3.0,2.0,9.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,0.0,4.0,21.0,35.0,both
Madagascar,4.208,4.349,4.068,0.266,0.503,0.341,0.207,0.185,0.087,2.62,2021,135.0,Madagascar,Africa,c,2021.0,PF,3.0,4.0,3.0,3.0,3.0,9.0,3.0,3.0,3.0,2.0,11.0,3.0,2.0,2.0,7.0,0.0,,27.0,2.0,3.0,3.0,2.0,10.0,2.0,3.0,3.0,8.0,2.0,1.0,2.0,2.0,7.0,3.0,2.0,2.0,1.0,8.0,33.0,60.0,both
Togo,4.107,4.258,3.956,0.254,0.239,0.203,0.289,0.209,0.107,2.806,2021,136.0,Togo,Africa,c,2021.0,PF,5.0,4.0,1.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,6.0,2.0,1.0,2.0,5.0,0.0,,15.0,2.0,3.0,2.0,2.0,9.0,1.0,2.0,3.0,6.0,2.0,1.0,2.0,1.0,6.0,2.0,2.0,1.0,2.0,7.0,28.0,43.0,both
Zambia,4.073,4.209,3.938,0.528,0.552,0.231,0.487,0.227,0.074,1.975,2021,137.0,Zambia,Africa,c,2021.0,PF,4.0,4.0,2.0,2.0,2.0,6.0,2.0,2.0,3.0,3.0,10.0,2.0,1.0,1.0,4.0,0.0,,20.0,1.0,3.0,3.0,2.0,9.0,2.0,2.0,3.0,7.0,2.0,2.0,2.0,2.0,8.0,3.0,2.0,2.0,1.0,8.0,32.0,52.0,both
Sierra Leone,3.849,4.001,3.698,0.279,0.377,0.1,0.408,0.243,0.047,2.396,2021,138.0,Sierra Leone,Africa,c,2021.0,PF,3.0,3.0,3.0,3.0,4.0,10.0,2.0,3.0,3.0,3.0,11.0,3.0,1.0,3.0,7.0,0.0,,28.0,2.0,4.0,3.0,3.0,12.0,2.0,2.0,2.0,6.0,2.0,2.0,3.0,2.0,9.0,3.0,3.0,2.0,2.0,10.0,37.0,65.0,both
India,3.819,3.869,3.769,0.741,0.316,0.383,0.622,0.246,0.106,1.405,2021,139.0,India,Asia,c,2021.0,PF,2.0,4.0,4.0,4.0,4.0,12.0,4.0,4.0,3.0,2.0,13.0,4.0,2.0,3.0,9.0,0.0,,34.0,2.0,2.0,2.0,3.0,9.0,2.0,2.0,3.0,7.0,2.0,2.0,2.0,2.0,8.0,2.0,3.0,2.0,2.0,9.0,33.0,67.0,both
Burundi,3.775,3.985,3.565,0.0,0.062,0.155,0.298,0.172,0.212,2.876,2021,140.0,Burundi,Africa,c,2021.0,NF,7.0,6.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,,4.0,0.0,3.0,1.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,10.0,14.0,both
Yemen,3.658,3.794,3.521,0.329,0.831,0.272,0.268,0.092,0.089,1.776,2021,141.0,Yemen,Middle East,c,2021.0,NF,7.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,10.0,11.0,both
Tanzania,3.623,3.762,3.485,0.433,0.54,0.3,0.549,0.307,0.231,1.263,2021,142.0,Tanzania,Africa,c,2021.0,PF,5.0,5.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,5.0,1.0,2.0,1.0,4.0,0.0,,12.0,1.0,3.0,2.0,1.0,7.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,1.0,2.0,7.0,22.0,34.0,both
Haiti,3.615,3.953,3.276,0.294,0.173,0.227,0.257,0.463,0.139,2.06,2021,143.0,Haiti,Americas,c,2021.0,PF,5.0,5.0,2.0,0.0,2.0,4.0,2.0,1.0,2.0,2.0,7.0,1.0,1.0,2.0,4.0,0.0,,15.0,2.0,3.0,2.0,3.0,10.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,0.0,5.0,22.0,37.0,both
Malawi,3.6,3.781,3.419,0.113,0.168,0.298,0.484,0.213,0.134,2.19,2021,144.0,Malawi,Africa,c,2021.0,PF,3.0,3.0,3.0,3.0,3.0,9.0,3.0,3.0,3.0,3.0,12.0,3.0,2.0,3.0,8.0,0.0,,29.0,2.0,4.0,4.0,3.0,13.0,3.0,2.0,3.0,8.0,3.0,2.0,2.0,2.0,9.0,2.0,2.0,1.0,2.0,7.0,37.0,66.0,both
Lesotho,3.512,3.748,3.276,0.451,0.731,0.007,0.405,0.103,0.015,1.8,2021,145.0,Lesotho,Africa,c,2021.0,PF,3.0,3.0,3.0,4.0,3.0,10.0,3.0,3.0,2.0,3.0,11.0,2.0,2.0,2.0,6.0,0.0,,27.0,2.0,4.0,3.0,3.0,12.0,2.0,3.0,2.0,7.0,2.0,2.0,2.0,2.0,8.0,3.0,2.0,2.0,2.0,9.0,36.0,63.0,both
Botswana,3.467,3.611,3.322,1.099,0.724,0.34,0.539,0.027,0.088,0.648,2021,146.0,Botswana,Africa,c,2021.0,F,3.0,2.0,3.0,4.0,3.0,10.0,3.0,2.0,3.0,2.0,10.0,3.0,3.0,2.0,8.0,0.0,,28.0,2.0,4.0,3.0,3.0,12.0,4.0,4.0,2.0,10.0,3.0,3.0,3.0,2.0,11.0,3.0,3.0,2.0,3.0,11.0,44.0,72.0,both
