country,score,upper,lower,gdp_explained,ss_explained,hle_explained,fmlc_explained,gen_explained,pc_explained,dystopia_residual,year,rank,Country/Territory,Region,C/T,Edition,Status,PR rating,CL rating,A1,A2,A3,A,B1,B2,B3,B4,B,C1,C2,C3,C,Add Q,Add A,PR,D1,D2,D3,D4,D,E1,E2,E3,E,F1,F2,F3,F4,F,G1,G2,G3,G4,G,CL,Total,_merge
Hungary,5.32399988174438,5.40303970918059,5.24496005430818,1.2860119342804,1.34313309192657,0.687763452529907,0.175863519310951,0.0784016624093056,0.0366369374096394,1.71645927429199,2017,75.0,Hungary,Europe,c,2017.0,F,3.0,2.0,3.0,3.0,3.0,9.0,4.0,3.0,3.0,3.0,13.0,3.0,2.0,2.0,7.0,0.0,0.0,29.0,2.0,4.0,3.0,4.0,13.0,4.0,3.0,4.0,11.0,2.0,3.0,3.0,2.0,10.0,4.0,3.0,3.0,3.0,13.0,47.0,76.0,both
Jamaica,5.31099987030029,5.58139872848988,5.04060101211071,0.925579309463501,1.36821806430817,0.641022384166718,0.474307239055634,0.233818337321281,0.0552677810192108,1.61232566833496,2017,76.0,Jamaica,Americas,c,2017.0,F,2.0,3.0,4.0,4.0,4.0,12.0,4.0,4.0,2.0,3.0,13.0,4.0,3.0,2.0,9.0,0.0,0.0,34.0,4.0,4.0,4.0,3.0,15.0,3.0,3.0,3.0,9.0,2.0,2.0,2.0,1.0,7.0,3.0,2.0,2.0,3.0,10.0,41.0,75.0,both
Croatia,5.29300022125244,5.39177720457315,5.19422323793173,1.22255623340607,0.96798300743103,0.701288521289825,0.255772292613983,0.248002976179123,0.0431031100451946,1.85449242591858,2017,77.0,Croatia,Europe,c,2017.0,F,1.0,2.0,4.0,4.0,4.0,12.0,4.0,4.0,4.0,3.0,15.0,4.0,3.0,3.0,10.0,0.0,0.0,37.0,3.0,3.0,4.0,4.0,14.0,4.0,4.0,4.0,12.0,3.0,3.0,3.0,2.0,11.0,4.0,3.0,3.0,3.0,13.0,50.0,87.0,both
Kosovo,5.27899980545044,5.36484799548984,5.19315161541104,0.951484382152557,1.13785350322723,0.541452050209045,0.260287940502167,0.319931447505951,0.0574716180562973,2.01054072380066,2017,78.0,Kosovo,Europe,c,2017.0,PF,3.0,4.0,3.0,3.0,3.0,9.0,3.0,3.0,2.0,2.0,10.0,2.0,1.0,2.0,5.0,0.0,0.0,24.0,2.0,2.0,2.0,3.0,9.0,2.0,2.0,2.0,6.0,1.0,1.0,2.0,2.0,6.0,2.0,1.0,2.0,2.0,7.0,28.0,52.0,both
China,5.27299976348877,5.31927808977663,5.2267214372009,1.08116579055786,1.16083741188049,0.741415500640869,0.472787708044052,0.0288068410009146,0.0227942746132612,1.76493859291077,2017,79.0,China,Asia,c,2017.0,NF,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,6.0,14.0,15.0,both
Pakistan,5.26900005340576,5.35998364135623,5.17801646545529,0.72688353061676,0.672690689563751,0.402047783136368,0.23521526157856,0.315446019172668,0.124348066747189,2.79248929023743,2017,80.0,Pakistan,Asia,c,2017.0,PF,4.0,5.0,3.0,2.0,2.0,7.0,3.0,3.0,1.0,1.0,8.0,2.0,1.0,3.0,6.0,0.0,0.0,21.0,1.0,1.0,2.0,2.0,6.0,3.0,1.0,2.0,6.0,2.0,1.0,0.0,1.0,4.0,2.0,2.0,1.0,1.0,6.0,22.0,43.0,both
Indonesia,5.26200008392334,5.35288859814405,5.17111156970263,0.995538592338562,1.27444469928741,0.492345720529556,0.443323463201523,0.611704587936401,0.0153171354904771,1.42947697639465,2017,81.0,Indonesia,Asia,c,2017.0,PF,2.0,4.0,4.0,4.0,3.0,11.0,4.0,4.0,3.0,3.0,14.0,3.0,1.0,2.0,6.0,0.0,0.0,31.0,3.0,1.0,4.0,4.0,12.0,2.0,3.0,3.0,8.0,2.0,1.0,1.0,1.0,5.0,3.0,2.0,2.0,2.0,9.0,34.0,65.0,both
Venezuela,5.25,5.3700319455564,5.1299680544436,1.12843120098114,1.43133759498596,0.617144227027893,0.153997123241425,0.0650196298956871,0.0644911229610443,1.78946375846863,2017,82.0,Venezuela,Americas,c,2017.0,NF,6.0,5.0,2.0,2.0,1.0,5.0,1.0,1.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,3.0,2.0,2.0,8.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,3.0,1.0,7.0,19.0,30.0,both
Montenegro,5.23699998855591,5.34104444056749,5.13295553654432,1.12112903594971,1.23837649822235,0.667464673519135,0.194989055395126,0.197911024093628,0.0881741940975189,1.72919154167175,2017,83.0,Montenegro,Europe,c,2017.0,PF,3.0,3.0,3.0,2.0,3.0,8.0,3.0,2.0,3.0,3.0,11.0,3.0,2.0,2.0,7.0,0.0,0.0,26.0,2.0,3.0,3.0,4.0,12.0,3.0,3.0,3.0,9.0,2.0,2.0,3.0,3.0,10.0,3.0,3.0,3.0,3.0,12.0,43.0,69.0,both
Morocco,5.2350001335144,5.31834096476436,5.15165930226445,0.878114581108093,0.774864435195923,0.59771066904068,0.408158332109451,0.0322099551558495,0.0877631828188896,2.45618939399719,2017,84.0,Morocco,Africa,c,2017.0,PF,5.0,4.0,1.0,2.0,2.0,5.0,2.0,2.0,1.0,2.0,7.0,1.0,1.0,1.0,3.0,0.0,0.0,15.0,1.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,6.0,1.0,2.0,2.0,1.0,6.0,2.0,2.0,2.0,1.0,7.0,26.0,41.0,both
Azerbaijan,5.23400020599365,5.29928653523326,5.16871387675405,1.15360176563263,1.15240025520325,0.540775775909424,0.398155838251114,0.0452693402767181,0.180987507104874,1.76248168945312,2017,85.0,Azerbaijan,Eurasia,c,2017.0,NF,7.0,6.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,5.0,10.0,14.0,both
Dominican Republic,5.23000001907349,5.34906088516116,5.11093915298581,1.07937383651733,1.40241670608521,0.574873745441437,0.55258983373642,0.186967849731445,0.113945253193378,1.31946516036987,2017,86.0,Dominican Republic,Americas,c,2017.0,PF,3.0,3.0,3.0,3.0,3.0,9.0,3.0,3.0,3.0,1.0,10.0,3.0,2.0,3.0,8.0,0.0,0.0,27.0,2.0,4.0,4.0,4.0,14.0,3.0,4.0,3.0,10.0,3.0,2.0,2.0,1.0,8.0,2.0,3.0,2.0,2.0,9.0,41.0,68.0,both
Greece,5.22700023651123,5.3252461694181,5.12875430360436,1.28948748111725,1.23941457271576,0.810198903083801,0.0957312509417534,0.0,0.04328977689147,1.74922156333923,2017,87.0,Greece,Europe,c,2017.0,F,2.0,2.0,4.0,4.0,4.0,12.0,4.0,4.0,4.0,3.0,15.0,3.0,2.0,3.0,8.0,0.0,0.0,35.0,3.0,3.0,4.0,4.0,14.0,3.0,4.0,4.0,11.0,3.0,3.0,3.0,2.0,11.0,4.0,3.0,3.0,3.0,13.0,49.0,84.0,both
Lebanon,5.22499990463257,5.31888228848577,5.13111752077937,1.07498753070831,1.12962424755096,0.735081076622009,0.288515985012054,0.264450758695602,0.037513829767704,1.69507384300232,2017,88.0,Lebanon,Middle East,c,2017.0,PF,5.0,4.0,0.0,1.0,2.0,3.0,3.0,3.0,1.0,2.0,9.0,0.0,1.0,1.0,2.0,0.0,0.0,14.0,2.0,3.0,3.0,3.0,11.0,2.0,3.0,2.0,7.0,1.0,2.0,1.0,1.0,5.0,2.0,2.0,2.0,1.0,7.0,30.0,44.0,both
Portugal,5.19500017166138,5.28504173308611,5.10495861023665,1.3151752948761,1.36704301834106,0.795843541622162,0.498465299606323,0.0951027125120163,0.0158694516867399,1.10768270492554,2017,89.0,Portugal,Europe,c,2017.0,F,1.0,1.0,4.0,4.0,4.0,12.0,4.0,4.0,4.0,4.0,16.0,4.0,3.0,4.0,11.0,0.0,0.0,39.0,4.0,4.0,4.0,4.0,16.0,4.0,4.0,4.0,12.0,4.0,4.0,3.0,4.0,15.0,4.0,4.0,4.0,3.0,15.0,58.0,97.0,both
Bosnia and Herzegovina,5.18200016021729,5.27633568674326,5.08766463369131,0.982409417629242,1.0693359375,0.705186307430267,0.204403176903725,0.328867495059967,0.0,1.89217257499695,2017,90.0,Bosnia and Herzegovina,Europe,c,2017.0,PF,4.0,4.0,3.0,2.0,2.0,7.0,3.0,3.0,2.0,2.0,10.0,2.0,1.0,1.0,4.0,0.0,0.0,21.0,2.0,3.0,2.0,3.0,10.0,3.0,2.0,2.0,7.0,1.0,2.0,2.0,2.0,7.0,3.0,2.0,3.0,2.0,10.0,34.0,55.0,both
Honduras,5.18100023269653,5.30158279687166,5.0604176685214,0.730573117733002,1.14394497871399,0.582569479942322,0.348079860210419,0.236188873648643,0.0733454525470734,2.06581115722656,2017,91.0,Honduras,Americas,c,2017.0,PF,4.0,4.0,2.0,3.0,2.0,7.0,3.0,2.0,1.0,2.0,8.0,1.0,2.0,1.0,4.0,0.0,0.0,19.0,1.0,4.0,2.0,2.0,9.0,2.0,1.0,2.0,5.0,1.0,2.0,1.0,1.0,5.0,2.0,2.0,2.0,2.0,8.0,27.0,46.0,both
Macedonia,5.17500019073486,5.27217263966799,5.07782774180174,1.06457793712616,1.20789301395416,0.644948184490204,0.325905978679657,0.25376096367836,0.0602777935564518,1.6174693107605,2017,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
Somalia,5.15100002288818,5.24248370990157,5.0595163358748,0.0226431842893362,0.721151351928711,0.113989137113094,0.602126955986023,0.291631311178207,0.282410323619843,3.11748456954956,2017,93.0,Somalia,Africa,c,2017.0,NF,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,5.0,both
Vietnam,5.07399988174438,5.14728076457977,5.000718998909,0.788547575473785,1.27749133110046,0.652168989181519,0.571055591106415,0.234968051314354,0.0876332372426987,1.46231865882874,2017,94.5,Vietnam,Asia,c,2017.0,NF,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,3.0,2.0,8.0,17.0,20.0,both
Nigeria,5.07399988174438,5.20950013548136,4.93849962800741,0.783756256103516,1.21577048301697,0.0569157302379608,0.394952565431595,0.230947196483612,0.0261215660721064,2.36539053916931,2017,94.5,Nigeria,Africa,c,2017.0,PF,3.0,5.0,3.0,3.0,3.0,9.0,3.0,3.0,2.0,2.0,10.0,2.0,2.0,2.0,6.0,0.0,0.0,25.0,2.0,1.0,3.0,3.0,9.0,2.0,2.0,3.0,7.0,2.0,1.0,0.0,1.0,4.0,1.0,2.0,1.0,1.0,5.0,25.0,50.0,both
Tajikistan,5.04099988937378,5.11142559587956,4.970574182868,0.524713635444641,1.27146327495575,0.529235124588013,0.471566706895828,0.248997643589973,0.146377146244049,1.84904932975769,2017,96.0,Tajikistan,Eurasia,c,2017.0,NF,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,10.0,11.0,both
Bhutan,5.01100015640259,5.07933456212282,4.94266575068235,0.885416388511658,1.34012651443481,0.495879292488098,0.501537680625916,0.474054545164108,0.173380389809608,1.14018440246582,2017,97.0,Bhutan,Asia,c,2017.0,PF,3.0,4.0,3.0,4.0,3.0,10.0,3.0,4.0,2.0,1.0,10.0,3.0,3.0,3.0,9.0,1.0,0.0,28.0,2.0,2.0,2.0,3.0,9.0,2.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,6.0,2.0,2.0,2.0,2.0,8.0,27.0,55.0,both
Kyrgyzstan,5.00400018692017,5.08991990312934,4.91808047071099,0.596220076084137,1.39423859119415,0.553457796573639,0.454943388700485,0.42858037352562,0.0394391790032387,1.53672313690186,2017,98.0,Kyrgyzstan,Eurasia,c,2017.0,PF,5.0,5.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,6.0,1.0,1.0,2.0,4.0,2.0,0.0,13.0,2.0,1.0,3.0,3.0,9.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0,7.0,24.0,37.0,both
Nepal,4.96199989318848,5.06735607936978,4.85664370700717,0.479820191860199,1.17928326129913,0.504130780696869,0.440305948257446,0.394096165895462,0.0729755461215973,1.8912410736084,2017,99.0,Nepal,Asia,c,2017.0,PF,3.0,4.0,3.0,3.0,3.0,9.0,3.0,3.0,2.0,2.0,10.0,3.0,1.0,1.0,5.0,0.0,0.0,24.0,2.0,2.0,2.0,3.0,9.0,1.0,2.0,2.0,5.0,2.0,1.0,2.0,1.0,6.0,3.0,2.0,2.0,1.0,8.0,28.0,52.0,both
Mongolia,4.95499992370605,5.0216795091331,4.88832033827901,1.02723586559296,1.4930112361908,0.557783484458923,0.394143968820572,0.338464230298996,0.0329022891819477,1.11129236221313,2017,100.0,Mongolia,Asia,c,2017.0,F,1.0,2.0,4.0,4.0,3.0,11.0,4.0,4.0,4.0,4.0,16.0,4.0,2.0,3.0,9.0,0.0,0.0,36.0,3.0,4.0,4.0,3.0,14.0,4.0,4.0,3.0,11.0,3.0,3.0,3.0,3.0,12.0,4.0,3.0,3.0,2.0,12.0,49.0,85.0,both
South Africa,4.8289999961853,4.92943518772721,4.72856480464339,1.05469870567322,1.38478863239288,0.187080070376396,0.479246735572815,0.139362379908562,0.0725094974040985,1.51090860366821,2017,101.0,South Africa,Africa,c,2017.0,F,2.0,2.0,4.0,4.0,4.0,12.0,3.0,3.0,4.0,4.0,14.0,2.0,2.0,3.0,7.0,0.0,0.0,33.0,3.0,4.0,4.0,4.0,15.0,3.0,4.0,4.0,11.0,3.0,2.0,2.0,2.0,9.0,3.0,3.0,2.0,2.0,10.0,45.0,78.0,both
Tunisia,4.80499982833862,4.88436700701714,4.72563264966011,1.00726580619812,0.868351459503174,0.613212049007416,0.289680689573288,0.0496933571994305,0.0867231488227844,1.89025115966797,2017,102.0,Tunisia,Africa,c,2017.0,F,1.0,3.0,4.0,4.0,3.0,11.0,4.0,4.0,4.0,4.0,16.0,4.0,2.0,3.0,9.0,0.0,0.0,36.0,3.0,3.0,3.0,4.0,13.0,3.0,3.0,3.0,9.0,2.0,2.0,3.0,2.0,9.0,3.0,2.0,4.0,2.0,11.0,42.0,78.0,both
Palestinian Territories,4.77500009536743,4.88184834256768,4.66815184816718,0.716249227523804,1.15564715862274,0.565666973590851,0.25471106171608,0.114173173904419,0.0892826020717621,1.8788902759552,2017,103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
Egypt,4.7350001335144,4.82513378962874,4.64486647740006,0.989701807498932,0.997471392154694,0.520187258720398,0.282110154628754,0.128631442785263,0.114381365478039,1.70216107368469,2017,104.0,Egypt,Africa,c,2017.0,NF,6.0,5.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,2.0,4.0,0.0,1.0,1.0,2.0,0.0,0.0,9.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,2.0,4.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0,6.0,17.0,26.0,both
Bulgaria,4.71400022506714,4.80369470641017,4.62430574372411,1.1614590883255,1.43437945842743,0.708217680454254,0.289231717586517,0.113177694380283,0.0110515309497714,0.996139287948608,2017,105.0,Bulgaria,Europe,c,2017.0,F,2.0,2.0,4.0,4.0,3.0,11.0,4.0,4.0,3.0,3.0,14.0,4.0,2.0,2.0,8.0,0.0,0.0,33.0,3.0,3.0,4.0,4.0,14.0,4.0,4.0,3.0,11.0,3.0,2.0,3.0,2.0,10.0,4.0,3.0,3.0,2.0,12.0,47.0,80.0,both
Sierra Leone,4.70900011062622,4.85064333498478,4.56735688626766,0.36842092871666,0.984136044979095,0.0055647538974881,0.318697690963745,0.293040901422501,0.0710951760411263,2.66845989227295,2017,106.0,Sierra Leone,Africa,c,2017.0,PF,3.0,3.0,3.0,3.0,4.0,10.0,2.0,3.0,3.0,3.0,11.0,3.0,1.0,3.0,7.0,0.0,0.0,28.0,2.0,4.0,3.0,3.0,12.0,2.0,3.0,2.0,7.0,2.0,2.0,3.0,2.0,9.0,3.0,3.0,2.0,2.0,10.0,38.0,66.0,both
Cameroon,4.69500017166138,4.79654085725546,4.5934594860673,0.564305365085602,0.946018218994141,0.132892116904259,0.430388748645782,0.236298456788063,0.0513066314160824,2.3336455821991,2017,107.0,Cameroon,Africa,c,2017.0,NF,6.0,6.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,0.0,0.0,9.0,1.0,2.0,2.0,2.0,7.0,1.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,15.0,24.0,both
Iran,4.69199991226196,4.79822470769286,4.58577511683106,1.15687310695648,0.711551249027252,0.639333188533783,0.249322608113289,0.387242913246155,0.048761073499918,1.49873495101929,2017,108.0,Iran,Middle East,c,2017.0,NF,6.0,6.0,1.0,1.0,1.0,3.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,7.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,10.0,17.0,both
Albania,4.64400005340576,4.75246400639415,4.53553610041738,0.996192753314972,0.803685247898102,0.731159746646881,0.381498634815216,0.201312944293022,0.0398642159998417,1.49044156074524,2017,109.0,Albania,Europe,c,2017.0,PF,3.0,3.0,3.0,3.0,2.0,8.0,3.0,4.0,3.0,3.0,13.0,3.0,2.0,2.0,7.0,0.0,0.0,28.0,2.0,4.0,3.0,4.0,13.0,4.0,3.0,2.0,9.0,2.0,2.0,2.0,3.0,9.0,3.0,2.0,2.0,2.0,9.0,40.0,68.0,both
Bangladesh,4.60799980163574,4.68982165828347,4.52617794498801,0.586682975292206,0.735131740570068,0.533241033554077,0.478356659412384,0.172255352139473,0.123717859387398,1.97873616218567,2017,110.0,Bangladesh,Asia,c,2017.0,PF,4.0,4.0,2.0,2.0,3.0,7.0,2.0,1.0,2.0,3.0,8.0,2.0,1.0,2.0,5.0,0.0,0.0,20.0,1.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,6.0,2.0,1.0,1.0,1.0,5.0,3.0,2.0,2.0,2.0,9.0,27.0,47.0,both
Namibia,4.57399988174438,4.77035474091768,4.37764502257109,0.964434325695038,1.0984708070755,0.33861181139946,0.520303547382355,0.0771337449550629,0.0931469723582268,1.4818902015686,2017,111.0,Namibia,Africa,c,2017.0,F,2.0,2.0,4.0,3.0,3.0,10.0,3.0,2.0,3.0,3.0,11.0,3.0,3.0,3.0,9.0,0.0,0.0,30.0,3.0,4.0,4.0,3.0,14.0,4.0,4.0,4.0,12.0,3.0,3.0,3.0,2.0,11.0,3.0,3.0,2.0,2.0,10.0,47.0,77.0,both
Kenya,4.55299997329712,4.65569159060717,4.45030835598707,0.560479462146759,1.06795072555542,0.309988349676132,0.452763766050339,0.444860309362411,0.0646413192152977,1.6519021987915,2017,112.0,Kenya,Africa,c,2017.0,PF,4.0,4.0,2.0,3.0,2.0,7.0,3.0,3.0,2.0,2.0,10.0,2.0,1.0,2.0,5.0,0.0,0.0,22.0,2.0,2.0,3.0,3.0,10.0,2.0,2.0,3.0,7.0,2.0,1.0,1.0,1.0,5.0,2.0,1.0,2.0,2.0,7.0,29.0,51.0,both
Mozambique,4.55000019073486,4.77410232633352,4.3258980551362,0.234305649995804,0.870701014995575,0.106654435396194,0.480791091918945,0.322228103876114,0.179436385631561,2.35565090179443,2017,113.0,Mozambique,Africa,c,2017.0,PF,4.0,4.0,2.0,2.0,2.0,6.0,2.0,2.0,2.0,3.0,9.0,2.0,1.0,2.0,5.0,0.0,0.0,20.0,2.0,4.0,2.0,3.0,11.0,2.0,3.0,2.0,7.0,2.0,2.0,1.0,2.0,7.0,2.0,2.0,2.0,2.0,8.0,33.0,53.0,both
Myanmar,4.54500007629395,4.61473994642496,4.47526020616293,0.367110550403595,1.12323594093323,0.397522568702698,0.514492034912109,0.838075160980225,0.188816204667091,1.11529040336609,2017,114.0,Myanmar,Asia,c,2017.0,PF,5.0,5.0,2.0,2.0,1.0,5.0,2.0,3.0,2.0,1.0,8.0,2.0,1.0,1.0,4.0,3.0,0.0,14.0,2.0,1.0,1.0,3.0,7.0,2.0,2.0,1.0,5.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,5.0,18.0,32.0,both
Senegal,4.53499984741211,4.6016037812829,4.46839591354132,0.479309022426605,1.17969191074371,0.409362852573395,0.377922266721725,0.183468893170357,0.115460447967052,1.78964614868164,2017,115.0,Senegal,Africa,c,2017.0,F,2.0,2.0,4.0,4.0,3.0,11.0,3.0,4.0,3.0,3.0,13.0,3.0,2.0,3.0,8.0,0.0,0.0,32.0,3.0,4.0,4.0,4.0,15.0,3.0,4.0,3.0,10.0,2.0,3.0,3.0,2.0,10.0,3.0,3.0,3.0,2.0,11.0,46.0,78.0,both
Zambia,4.51399993896484,4.64410550147295,4.38389437645674,0.636406779289246,1.00318729877472,0.257835894823074,0.461603492498398,0.249580144882202,0.0782135501503944,1.82670545578003,2017,116.0,Zambia,Africa,c,2017.0,PF,4.0,4.0,2.0,2.0,2.0,6.0,2.0,3.0,3.0,3.0,11.0,2.0,2.0,2.0,6.0,0.0,0.0,23.0,1.0,3.0,3.0,3.0,10.0,2.0,2.0,3.0,7.0,2.0,2.0,2.0,2.0,8.0,3.0,2.0,1.0,2.0,8.0,33.0,56.0,both
Iraq,4.49700021743774,4.62259140968323,4.37140902519226,1.10271048545837,0.978613197803497,0.501180469989777,0.288555532693863,0.19963726401329,0.107215754687786,1.31890726089478,2017,117.0,Iraq,Middle East,c,2017.0,NF,5.0,6.0,2.0,3.0,3.0,8.0,2.0,2.0,0.0,1.0,5.0,1.0,0.0,1.0,2.0,3.0,0.0,12.0,1.0,1.0,1.0,2.0,5.0,2.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,15.0,27.0,both
Gabon,4.46500015258789,4.5573617656529,4.37263853952289,1.1982102394104,1.1556202173233,0.356578588485718,0.312328577041626,0.0437853783369064,0.0760467872023582,1.32291626930237,2017,118.0,Gabon,Africa,c,2017.0,NF,6.0,5.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,0.0,0.0,8.0,1.0,3.0,3.0,2.0,9.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,6.0,2.0,1.0,1.0,1.0,5.0,24.0,32.0,both
Ethiopia,4.46000003814697,4.54272867664695,4.377271399647,0.339233845472336,0.86466920375824,0.353409707546234,0.408842742443085,0.312650740146637,0.165455713868141,2.01574373245239,2017,119.0,Ethiopia,Africa,c,2017.0,NF,7.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,8.0,12.0,both
Sri Lanka,4.44000005722046,4.55344719231129,4.32655292212963,1.00985014438629,1.25997638702393,0.625130832195282,0.561213254928589,0.490863561630249,0.0736539661884308,0.419389247894287,2017,120.0,Sri Lanka,Asia,c,2017.0,PF,3.0,4.0,3.0,3.0,2.0,8.0,3.0,3.0,2.0,2.0,10.0,3.0,2.0,2.0,7.0,1.0,0.0,24.0,2.0,2.0,2.0,3.0,9.0,2.0,3.0,3.0,8.0,2.0,2.0,2.0,1.0,7.0,2.0,2.0,2.0,2.0,8.0,32.0,56.0,both
Armenia,4.37599992752075,4.46673461228609,4.28526524275541,0.900596737861633,1.00748372077942,0.637524425983429,0.198303267359734,0.0834880918264389,0.0266744215041399,1.5214991569519,2017,121.0,Armenia,Eurasia,c,2017.0,PF,5.0,4.0,1.0,2.0,2.0,5.0,2.0,2.0,1.0,2.0,7.0,1.0,1.0,2.0,4.0,0.0,0.0,16.0,2.0,2.0,2.0,3.0,9.0,2.0,2.0,2.0,6.0,1.0,1.0,1.0,2.0,5.0,3.0,2.0,2.0,2.0,9.0,29.0,45.0,both
India,4.31500005722046,4.37152201749384,4.25847809694707,0.792221248149872,0.754372596740723,0.455427616834641,0.469987004995346,0.231538489460945,0.0922268852591515,1.5191171169281,2017,122.0,India,Asia,c,2017.0,F,2.0,3.0,4.0,4.0,4.0,12.0,4.0,4.0,3.0,3.0,14.0,4.0,2.0,3.0,9.0,0.0,0.0,35.0,3.0,3.0,3.0,4.0,13.0,4.0,3.0,3.0,10.0,3.0,2.0,2.0,2.0,9.0,3.0,3.0,2.0,2.0,10.0,42.0,77.0,both
Mauritania,4.29199981689453,4.37716361626983,4.20683601751924,0.648457288742065,1.2720308303833,0.285349279642105,0.0960980430245399,0.201870024204254,0.136957004666328,1.65163731575012,2017,123.0,Mauritania,Africa,c,2017.0,NF,6.0,5.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,4.0,0.0,0.0,9.0,2.0,2.0,3.0,2.0,9.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,0.0,4.0,21.0,30.0,both
Congo,4.29099988937378,4.41005350500345,4.17194627374411,0.808964252471924,0.832044363021851,0.28995743393898,0.435025870800018,0.120852127671242,0.0796181336045265,1.72413563728333,2017,124.0,Congo,Africa,c,2017.0,NF,7.0,5.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,5.0,1.0,3.0,1.0,2.0,7.0,1.0,2.0,3.0,6.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,7.0,22.0,27.0,both
Georgia,4.28599977493286,4.37493396580219,4.19706558406353,0.950612664222717,0.57061493396759,0.649546980857849,0.309410035610199,0.0540088154375553,0.251666635274887,1.50013780593872,2017,125.0,Georgia,Eurasia,c,2017.0,PF,3.0,3.0,3.0,3.0,3.0,9.0,3.0,3.0,3.0,2.0,11.0,2.0,2.0,3.0,7.0,0.0,0.0,27.0,2.0,2.0,4.0,3.0,11.0,3.0,3.0,2.0,8.0,2.0,2.0,2.0,2.0,8.0,3.0,2.0,3.0,2.0,10.0,37.0,64.0,both
